customer_id,signup_date,age,monthly_income,city,education_level,membership_tier,num_purchases,last_purchase_date,churned
41,2023-01-29,32,4362.71,Manila,high_school,gold,7,2023-02-11,0
42,2023-01-30,18,2642.76,Cebu,masters,bronze,5,2024-01-13,0
43,2023-01-30,20,7012.43,Iloilo,bachelors,silver,9,2023-02-19,0
44,2023-01-31,50,6686.66,Davao,masters,bronze,6,2023-07-23,0
45,2023-02-01,23,7436.96,Davao,high_school,gold,3,2023-04-04,0
46,2023-02-01,35,4055.87,Manila,masters,silver,5,2023-10-09,0
47,2023-02-02,65,9331.25,Zamboanga,bachelors,gold,4,2023-10-14,1
48,2023-02-03,42,9672.49,Zamboanga,bachelors,silver,8,2023-11-17,0
49,2023-02-04,31,9271.47,Iloilo,bachelors,bronze,3,2023-09-03,0
50,2023-02-04,24,6248.74,Cebu,masters,bronze,7,2024-03-27,0
51,2023-02-05,53,3292.57,Cagayan de Oro,bachelors,silver,4,2023-09-20,1
52,2023-02-06,43,9067.29,Baguio,bachelors,silver,7,2024-05-21,1
53,2023-02-06,26,9885.39,Manila,bachelors,silver,5,2024-03-08,0
54,2023-02-07,25,2197.75,Cebu,bachelors,silver,6,2023-05-30,0
55,2023-02-08,36,8504.7,Cebu,high_school,silver,0,2023-11-17,1
56,2023-02-08,50,11802.97,Davao,bachelors,bronze,3,2023-05-11,0
57,2023-02-09,65,10174.44,Cebu,bachelors,silver,3,2023-09-29,1
58,2023-02-10,18,2575.03,Cebu,masters,gold,8,2023-05-21,1
59,2023-02-11,29,7006.67,Manila,bachelors,silver,8,2023-05-30,0
60,2023-02-11,48,9387.46,Manila,high_school,bronze,4,2023-11-22,0
61,2023-02-12,33,11770.64,Manila,bachelors,gold,10,2023-06-22,1
62,2023-02-13,48,2755.51,Manila,masters,bronze,6,2023-04-29,0
63,2023-02-13,66,2828.29,Manila,bachelors,gold,11,2023-03-08,0
64,2023-02-14,48,2190.92,Zamboanga,bachelors,bronze,8,2023-09-11,0
65,2023-02-15,61,10962.06,Manila,high_school,bronze,7,2023-08-15,0
66,2023-02-16,53,8482.05,Manila,bachelors,silver,7,2023-09-21,0
67,2023-02-16,31,2928.04,Cebu,high_school,silver,5,2023-11-24,0
68,2023-02-17,37,1543.79,Cebu,bachelors,silver,6,2023-06-04,0
69,2023-02-18,19,8634.86,Manila,high_school,silver,6,2023-06-05,1
70,2023-02-18,55,4067.96,Davao,masters,silver,5,2023-05-17,0
71,2023-02-19,31,3418.83,Manila,bachelors,bronze,6,2023-07-22,0
72,2023-02-20,59,7962.2,Cebu,high_school,bronze,6,2023-12-10,0
73,2023-02-21,48,9953.18,Zamboanga,high_school,silver,3,2024-06-11,0
74,2023-02-21,64,1678.5,Cagayan de Oro,high_school,silver,5,2024-05-16,0
75,2023-02-22,52,5301.62,Davao,bachelors,bronze,5,2024-03-14,0
76,2023-02-23,47,4877.52,Davao,masters,silver,6,2024-01-06,0
77,2023-02-23,33,11997.69,Baguio,high_school,bronze,5,2023-12-28,1
78,2023-02-24,67,7065.25,Manila,high_school,bronze,8,2023-09-28,0
79,2023-02-25,20,6956.78,Manila,bachelors,bronze,3,2023-04-10,1
80,2023-02-25,60,5128.52,Manila,masters,silver,2,2023-04-25,0
81,2023-02-26,54,3641.51,Zamboanga,bachelors,gold,7,2024-02-05,0
82,2023-02-27,47,9964.47,Manila,bachelors,silver,6,2023-09-30,1
83,2023-02-28,66,1772.67,Manila,high_school,gold,4,2024-07-04,0
84,2023-02-28,19,6932.15,Manila,high_school,silver,9,2023-09-15,1
85,2023-03-01,54,11520.5,Manila,bachelors,bronze,3,2023-10-02,1
86,2023-03-02,56,8465.32,Manila,phd,bronze,7,2024-04-20,1
87,2023-03-02,58,8036.02,Manila,bachelors,bronze,3,2024-01-28,0
88,2023-03-03,35,9356.45,Iloilo,high_school,bronze,6,2024-05-17,1
89,2023-03-04,68,5996.01,Baguio,bachelors,bronze,5,2023-07-17,0
90,2023-03-05,58,7031.87,Cebu,bachelors,silver,2,2023-08-07,0
91,2023-03-05,55,2159.84,Davao,bachelors,silver,8,2023-08-26,1
92,2023-03-06,42,11177.42,Cebu,bachelors,silver,7,2024-06-02,1
93,2023-03-07,59,10463.32,Manila,masters,silver,4,2023-06-04,1
94,2023-03-07,19,10274.08,Iloilo,bachelors,gold,3,2023-11-27,1
95,2023-03-08,57,5513.8,Manila,high_school,bronze,6,2024-03-17,0
96,2023-03-09,19,2180.8,Cagayan de Oro,phd,silver,6,2023-05-18,1
97,2023-03-10,19,2419.29,Manila,masters,bronze,5,2023-10-03,0
98,2023-03-10,24,10986.86,Manila,masters,bronze,7,2024-07-21,1
99,2023-03-11,26,5618.59,Cebu,bachelors,gold,4,2023-07-24,0
100,2023-03-12,21,9370.88,Manila,bachelors,silver,1,2024-07-10,1
101,2023-03-12,61,4374.03,Cebu,bachelors,silver,5,2023-12-25,1
102,2023-03-13,18,5164.37,Baguio,masters,silver,2,2023-12-18,0
103,2023-03-14,36,4538.41,Cebu,bachelors,bronze,5,2024-02-18,1
104,2023-03-14,40,5670.99,Manila,bachelors,bronze,5,2023-11-01,0
105,2023-03-15,48,6584.6,Cebu,bachelors,gold,8,2023-06-19,1
106,2023-03-16,42,6844.96,Manila,high_school,silver,6,2024-03-31,0
107,2023-03-17,25,8274.31,Manila,bachelors,bronze,4,2024-02-16,1
108,2023-03-17,35,10179.31,Cebu,bachelors,silver,4,2023-08-10,1
109,2023-03-18,63,7413.51,Cagayan de Oro,bachelors,bronze,5,2023-04-08,0
110,2023-03-19,29,10816.85,Iloilo,bachelors,bronze,5,2023-04-24,1
111,2023-03-19,25,3279.38,Baguio,phd,silver,4,2023-06-02,1
112,2023-03-20,21,6705.72,Iloilo,masters,gold,4,2023-08-25,0
113,2023-03-21,41,10509.79,Davao,high_school,bronze,8,2023-07-01,1
114,2023-03-22,60,4763.28,Davao,high_school,bronze,8,2023-12-08,0
115,2023-03-22,62,9736.84,Baguio,masters,gold,4,2023-12-21,0
116,2023-03-23,46,2884.45,Manila,bachelors,bronze,3,2024-06-05,0
117,2023-03-24,63,7156.83,Zamboanga,masters,silver,4,2024-03-16,0
118,2023-03-24,64,1877.22,Iloilo,high_school,bronze,6,2024-02-26,0
119,2023-03-25,46,6794.39,Cebu,bachelors,bronze,6,2023-09-13,0
120,2023-03-26,58,7061.75,Iloilo,bachelors,silver,4,2023-05-30,0
121,2023-03-27,55,9862.29,Cebu,bachelors,bronze,5,2023-06-14,0
122,2023-03-27,38,8441.6,Manila,bachelors,bronze,5,2023-12-16,0
123,2023-03-28,59,3660.4,Cebu,high_school,bronze,6,2023-08-17,0
124,2023-03-29,21,7271.92,Manila,high_school,bronze,3,2023-07-03,0
125,2023-03-29,69,8884.89,Manila,bachelors,silver,6,2023-06-22,0
126,2023-03-30,34,6143.83,Manila,high_school,silver,3,2024-03-01,0
127,2023-03-31,28,8214.47,Cebu,high_school,bronze,7,2023-06-28,0
128,2023-03-31,67,5875.92,Davao,high_school,bronze,3,2024-04-11,0
129,2023-04-01,46,6619.02,Davao,high_school,silver,8,2024-03-18,0
130,2023-04-02,61,11788.49,Baguio,bachelors,bronze,6,2023-06-06,0
131,2023-04-03,27,6013.51,Manila,bachelors,bronze,7,2023-04-17,0
132,2023-04-03,41,6465.21,Zamboanga,high_school,bronze,6,2023-05-16,0
133,2023-04-04,25,3335.77,Baguio,bachelors,bronze,6,2024-04-28,0
134,2023-04-05,30,2905.17,Cagayan de Oro,high_school,bronze,7,2024-07-27,0
135,2023-04-05,60,9740.39,Davao,bachelors,silver,5,2023-04-13,1
136,2023-04-06,47,11705.45,Manila,bachelors,gold,8,2024-02-06,1
137,2023-04-07,37,6397.74,Zamboanga,high_school,gold,4,2023-04-16,1
138,2023-04-08,58,7177.09,Cebu,masters,silver,6,2023-09-28,1
139,2023-04-08,63,9781.6,Cagayan de Oro,high_school,bronze,3,2023-11-28,0
140,2023-04-09,44,2240.06,Cebu,bachelors,bronze,7,2023-08-19,0
141,2023-04-10,53,7690.52,Manila,bachelors,bronze,4,2023-06-08,1
142,2023-04-10,41,11172.05,Manila,high_school,bronze,3,2023-12-17,0
143,2023-04-11,65,6175.82,Manila,masters,silver,4,2023-07-03,0
144,2023-04-12,36,2271.84,Iloilo,high_school,bronze,9,2024-06-11,0
145,2023-04-13,28,6100.27,Manila,masters,silver,4,2024-04-28,0
146,2023-04-13,30,7150.55,Manila,masters,bronze,6,2023-08-17,0
147,2023-04-14,60,9651.98,Iloilo,bachelors,bronze,3,2024-05-20,0
148,2023-04-15,34,7684.36,Cebu,high_school,bronze,4,2023-07-28,0
149,2023-04-15,36,8959.87,Cagayan de Oro,bachelors,silver,7,2023-10-23,0
150,2023-04-16,41,1731.36,Manila,masters,bronze,3,2024-01-18,0
151,2023-04-17,48,6674.87,Manila,bachelors,silver,1,2023-09-07,1
152,2023-04-17,23,3990.0,Zamboanga,high_school,silver,5,2023-05-06,0
153,2023-04-18,26,4923.65,Manila,phd,gold,5,2023-12-26,1
154,2023-04-19,66,6944.26,Davao,high_school,silver,8,2023-08-30,0
155,2023-04-20,31,4523.02,Manila,high_school,bronze,6,2023-08-16,0
156,2023-04-20,64,2904.03,Manila,high_school,silver,4,2024-01-14,0
157,2023-04-21,58,3154.02,Manila,masters,bronze,7,2024-05-22,0
158,2023-04-22,27,3339.85,Manila,bachelors,bronze,10,2024-05-08,1
159,2023-04-22,33,6438.87,Manila,bachelors,bronze,6,2023-09-14,0
160,2023-04-23,29,10431.39,Manila,bachelors,bronze,8,2024-07-27,1
161,2023-04-24,44,5779.81,Davao,high_school,bronze,8,2023-10-19,0
162,2023-04-25,38,5355.34,Baguio,high_school,bronze,9,2023-09-11,0
163,2023-04-25,50,8296.54,Cebu,bachelors,bronze,7,2023-10-29,0
164,2023-04-26,45,6872.23,Manila,bachelors,silver,7,2023-12-25,0
165,2023-04-27,54,7044.33,Manila,high_school,bronze,8,2024-04-25,0
166,2023-04-27,29,7350.51,Cebu,bachelors,silver,4,2024-02-05,0
167,2023-04-28,64,3822.8,Iloilo,masters,bronze,5,2023-08-02,1
168,2023-04-29,38,4271.25,Baguio,bachelors,bronze,9,2023-07-06,0
169,2023-04-30,35,6972.71,Manila,bachelors,bronze,10,2024-02-08,0
170,2023-04-30,55,5575.23,Baguio,bachelors,bronze,5,2024-05-02,0
171,2023-05-01,61,6605.02,Baguio,bachelors,silver,10,2023-06-15,0
172,2023-05-02,50,10961.63,Iloilo,high_school,bronze,9,2024-06-21,0
173,2023-05-02,58,9653.12,Davao,bachelors,bronze,5,2023-06-29,0
174,2023-05-03,60,4587.89,Zamboanga,bachelors,silver,6,2024-08-06,0
175,2023-05-04,61,10283.48,Cebu,masters,bronze,5,2024-08-19,0
176,2023-05-04,51,5904.13,Manila,bachelors,bronze,7,2023-12-27,0
177,2023-05-05,65,4132.29,Davao,high_school,bronze,5,2023-12-31,0
178,2023-05-06,44,4079.67,Manila,bachelors,silver,8,2023-08-15,0
179,2023-05-07,24,8123.5,Davao,high_school,silver,5,2024-02-15,0
180,2023-05-07,60,9109.8,Cebu,bachelors,bronze,7,2023-10-25,0
181,2023-05-08,30,10249.71,Manila,masters,silver,5,2024-05-30,0
182,2023-05-09,55,11746.47,Manila,masters,bronze,3,2023-07-19,1
183,2023-05-09,45,11363.83,Baguio,bachelors,silver,6,2024-04-01,1
184,2023-05-10,42,2955.76,Iloilo,high_school,bronze,7,2023-10-23,0
185,2023-05-11,22,3111.22,Cebu,high_school,gold,5,2023-06-18,0
186,2023-05-12,18,10411.32,Iloilo,bachelors,gold,3,2024-09-19,0
187,2023-05-12,47,10446.31,Manila,masters,silver,8,2024-07-11,0
188,2023-05-13,62,1726.86,Cebu,masters,gold,6,2023-08-01,1
189,2023-05-14,67,7597.1,Manila,bachelors,bronze,4,2024-03-08,0
190,2023-05-14,43,6923.59,Baguio,high_school,bronze,3,2024-02-10,0
191,2023-05-15,30,7403.52,Cebu,high_school,silver,2,2023-09-04,1
192,2023-05-16,52,2376.79,Manila,masters,silver,5,2023-08-26,0
193,2023-05-17,69,8590.68,Baguio,bachelors,bronze,7,2023-11-15,0
194,2023-05-17,36,1917.23,Davao,high_school,silver,5,2024-07-13,0
195,2023-05-18,49,5202.68,Cebu,bachelors,bronze,5,2023-08-25,0
196,2023-05-19,42,2805.72,Manila,masters,silver,7,2023-06-18,0
197,2023-05-19,60,4995.43,Manila,bachelors,gold,5,2024-08-09,1
198,2023-05-20,31,1505.6,Manila,masters,silver,7,2024-03-04,0
199,2023-05-21,32,11577.53,Cebu,masters,gold,5,2024-06-03,1
200,2023-05-21,40,10059.14,Zamboanga,high_school,silver,3,2024-07-29,0
201,2023-05-22,54,7692.83,Cebu,bachelors,silver,6,2023-07-23,0
202,2023-05-23,58,3167.15,Cebu,bachelors,bronze,9,2024-01-05,0
203,2023-05-24,38,7994.94,Baguio,bachelors,silver,4,2024-08-30,1
204,2023-05-24,48,9058.55,Davao,high_school,silver,2,2023-06-17,1
205,2023-05-25,67,6752.66,Davao,bachelors,bronze,6,2024-04-23,0
206,2023-05-26,19,11389.21,Cebu,bachelors,silver,4,2024-09-07,0
207,2023-05-26,35,10974.73,Cagayan de Oro,high_school,silver,9,2023-11-24,1
208,2023-05-27,34,4208.16,Manila,bachelors,bronze,2,2024-06-20,0
209,2023-05-28,69,8390.17,Davao,high_school,bronze,11,2023-07-30,0
210,2023-05-29,27,4975.89,Cebu,bachelors,bronze,8,2024-03-15,0
211,2023-05-29,27,11882.53,Davao,high_school,bronze,10,2024-06-24,0
212,2023-05-30,59,11557.5,Baguio,phd,bronze,5,2023-07-09,1
213,2023-05-31,27,6814.55,Cebu,bachelors,bronze,9,2023-07-31,0
214,2023-05-31,66,9495.2,Manila,masters,silver,6,2024-09-02,1
215,2023-06-01,63,11792.16,Davao,bachelors,bronze,8,2024-09-28,0
216,2023-06-02,32,3794.44,Manila,bachelors,bronze,1,2024-05-21,0
217,2023-06-03,51,5860.7,Zamboanga,bachelors,silver,2,2024-06-27,1
218,2023-06-03,33,3359.84,Cagayan de Oro,bachelors,bronze,7,2023-10-08,0
219,2023-06-04,41,2254.71,Zamboanga,masters,bronze,4,2024-05-30,0
220,2023-06-05,65,5430.57,Manila,high_school,silver,6,2024-02-20,0
221,2023-06-05,57,10037.43,Manila,masters,silver,4,2024-02-10,1
222,2023-06-06,58,2125.04,Cebu,bachelors,gold,5,2024-04-22,0
223,2023-06-07,57,2243.69,Cagayan de Oro,bachelors,bronze,5,2023-12-26,0
224,2023-06-07,46,9983.37,Davao,bachelors,gold,6,2024-05-31,1
225,2023-06-08,26,3158.57,Cebu,high_school,bronze,5,2023-10-22,0
226,2023-06-09,33,6953.11,Cebu,masters,silver,9,2024-10-20,1
227,2023-06-10,57,7168.19,Cebu,bachelors,bronze,6,2024-08-10,0
228,2023-06-10,37,6666.06,Manila,high_school,bronze,8,2024-09-02,0
229,2023-06-11,59,7132.95,Baguio,masters,gold,3,2024-04-20,1
230,2023-06-12,26,6615.6,Davao,high_school,bronze,7,2024-04-01,0
231,2023-06-12,56,6532.99,Cebu,bachelors,bronze,5,2023-07-06,0
232,2023-06-13,68,9951.82,Zamboanga,masters,bronze,10,2023-08-03,0
233,2023-06-14,25,2416.65,Davao,high_school,silver,4,2023-06-29,0
234,2023-06-15,33,9729.87,Manila,high_school,bronze,4,2023-12-16,1
235,2023-06-15,64,10022.09,Manila,bachelors,gold,3,2024-03-15,1
236,2023-06-16,47,9424.01,Manila,bachelors,gold,8,2024-03-13,0
237,2023-06-17,66,3191.13,Cebu,masters,bronze,3,2024-07-28,0
238,2023-06-17,48,2822.21,Davao,high_school,bronze,1,2024-05-31,0
239,2023-06-18,28,10543.76,Zamboanga,phd,bronze,5,2024-07-24,0
240,2023-06-19,40,11747.86,Davao,bachelors,gold,5,2023-11-25,1
241,2023-06-20,66,3640.55,Baguio,masters,bronze,8,2023-07-18,0
242,2023-06-20,44,9261.74,Cebu,bachelors,silver,6,2024-05-31,1
243,2023-06-21,52,10558.38,Cebu,high_school,bronze,7,2024-03-13,1
244,2023-06-22,43,10327.23,Cebu,bachelors,silver,4,2024-07-27,1
245,2023-06-22,38,8348.67,Manila,bachelors,gold,7,2023-12-09,1
246,2023-06-23,57,8689.66,Cebu,bachelors,bronze,6,2024-09-30,0
247,2023-06-24,40,8059.48,Davao,bachelors,bronze,8,2024-09-02,0
248,2023-06-24,60,2157.46,Cebu,high_school,silver,2,2023-11-02,0
249,2023-06-25,36,2059.59,Davao,bachelors,bronze,11,2024-10-03,0
250,2023-06-26,64,8254.06,Baguio,phd,bronze,9,2023-10-29,0
251,2023-06-27,53,10897.03,Manila,bachelors,gold,7,2023-09-14,1
252,2023-06-27,66,7791.02,Manila,high_school,silver,5,2024-04-09,0
253,2023-06-28,61,2214.7,Manila,masters,bronze,5,2024-07-09,1
254,2023-06-29,58,9758.98,Cebu,high_school,bronze,1,2024-06-08,0
255,2023-06-29,20,3199.38,Iloilo,bachelors,gold,6,2023-09-24,0
256,2023-06-30,37,8553.03,Davao,bachelors,bronze,4,2024-02-27,0
257,2023-07-01,52,9995.72,Cagayan de Oro,bachelors,gold,2,2024-04-13,1
258,2023-07-02,24,8799.47,Davao,high_school,silver,3,2024-09-30,0
259,2023-07-02,35,1855.14,Manila,bachelors,bronze,5,2023-08-28,0
260,2023-07-03,67,6180.46,Zamboanga,masters,gold,3,2023-08-28,1
261,2023-07-04,31,5960.36,Manila,bachelors,bronze,5,2023-12-21,0
262,2023-07-04,36,2964.09,Manila,bachelors,bronze,3,2024-09-15,0
263,2023-07-05,66,11083.71,Davao,masters,bronze,7,2023-12-14,0
264,2023-07-06,29,4476.24,Cebu,bachelors,silver,3,2023-09-03,0
265,2023-07-07,52,11947.36,Cebu,masters,bronze,6,2024-02-01,1
266,2023-07-07,63,2978.92,Cebu,high_school,bronze,6,2023-12-13,0
267,2023-07-08,36,3178.69,Cebu,masters,silver,3,2024-04-12,0
268,2023-07-09,37,11999.29,Davao,bachelors,bronze,4,2023-10-08,1
269,2023-07-09,47,3766.29,Cebu,high_school,bronze,6,2024-04-09,0
270,2023-07-10,36,4938.66,Davao,phd,bronze,10,2024-02-09,0
271,2023-07-11,65,6539.17,Manila,bachelors,bronze,8,2023-08-19,0
272,2023-07-11,41,4928.69,Baguio,high_school,bronze,6,2023-11-25,0
273,2023-07-12,39,2643.96,Davao,masters,silver,4,2024-09-30,0
274,2023-07-13,56,10791.47,Cebu,high_school,bronze,4,2024-08-10,1
275,2023-07-14,48,6937.31,Baguio,high_school,silver,2,2024-01-09,0
276,2023-07-14,47,6004.66,Manila,bachelors,bronze,5,2024-04-06,0
277,2023-07-15,25,8508.51,Manila,bachelors,gold,4,2024-11-05,1
278,2023-07-16,29,6493.98,Cebu,high_school,bronze,2,2024-01-04,1
279,2023-07-16,30,5359.63,Manila,high_school,silver,4,2024-05-28,1
280,2023-07-17,39,1856.69,Manila,bachelors,bronze,4,2024-08-04,0
281,2023-07-18,26,5967.78,Manila,bachelors,bronze,5,2024-06-07,1
282,2023-07-19,51,1663.71,Cebu,bachelors,gold,4,2023-07-24,0
283,2023-07-19,62,4934.41,Cebu,high_school,bronze,5,2024-11-24,0
284,2023-07-20,29,8251.57,Zamboanga,masters,bronze,5,2023-08-31,0
285,2023-07-21,63,2775.65,Cebu,high_school,bronze,6,2024-02-28,0
286,2023-07-21,24,9135.66,Cebu,masters,bronze,7,2024-11-17,0
287,2023-07-22,58,8469.01,Cebu,phd,bronze,5,2024-05-07,0
288,2023-07-23,46,2137.33,Baguio,bachelors,silver,14,2024-09-04,0
289,2023-07-24,20,5857.37,Manila,high_school,bronze,3,2024-11-05,1
290,2023-07-24,63,7611.68,Baguio,bachelors,bronze,5,2024-09-26,0
291,2023-07-25,61,5287.29,Cagayan de Oro,high_school,gold,11,2024-08-05,0
292,2023-07-26,63,9182.49,Cagayan de Oro,high_school,bronze,8,2024-11-12,0
293,2023-07-26,47,3244.99,Baguio,high_school,bronze,11,2024-06-12,0
294,2023-07-27,41,1897.67,Cebu,high_school,bronze,7,2023-08-12,0
295,2023-07-28,25,2899.05,Cebu,masters,bronze,6,2023-08-18,0
296,2023-07-28,27,8551.87,Manila,bachelors,bronze,10,2024-06-10,0
297,2023-07-29,19,8462.5,Cebu,high_school,silver,6,2023-09-05,1
298,2023-07-30,39,10150.99,Baguio,bachelors,gold,6,2024-08-26,1
299,2023-07-31,42,7914.74,Manila,high_school,bronze,11,2023-10-04,0
300,2023-07-31,40,10848.55,Manila,high_school,silver,6,2023-09-19,0
